Reporting Period End Date,IDRSSD,FDIC Certificate Number,OCC Charter Number,OTS Docket Number,Primary ABA Routing Number,Financial Institution Name,Financial Institution Address,Financial Institution City,Financial Institution State,Financial Institution Zip Code,Financial Institution Filing Type,RCON2170
30/09/2022,51842,14445,0,0,75902670,FARMERS & MERCHANTS UNION BANK,159 WEST JAMES STREET ,COLUMBUS,WI,53925,41,424306
30/09/2022,52719,90544,0,0,26002066,"DEPOSITORY TRUST COMPANY, THE",55 WATER STREET ,NEW YORK,NY,10041,41,5359449
30/09/2022,52951,8980,0,0,103109374,SECURITY STATE BANK OF OKLAHOMA,210 SOUTH MEKUSUKEY ,WEWOKA,OK,74884,51,388028
30/09/2022,53051,11916,0,0,111909773,"BUCKHOLTS STATE BANK, THE",100 N. 4TH STREET ,BUCKHOLTS,TX,76518,51,117197
30/09/2022,54058,1868,0,0,101106285,"BANK OF TESCOTT, THE",FIRST AND MAIN STREETS ,TESCOTT,KS,67484,41,431481
30/09/2022,54656,12501,0,0,111908965,CITIZENS STATE BANK,1330 WEST COMMERCE STREET ,BUFFALO,TX,758319705,41,1167313
30/09/2022,54973,32526,708384,8384,321370765,"AMERICAN SAVINGS BANK, F.S.B.",1001 BISHOP STREET ,HONOLULU,HI,96813,41,9315611
30/09/2022,55336,16539,0,0,65404560,METAIRIE BANK & TRUST COMPANY,3344 METAIRIE ROAD ,METAIRIE,LA,70001,51,612172
30/09/2022,55635,10319,0,0,64000185,CITIZENS SAVINGS BANK AND TRUST COMPANY,2013 JEFFERSON STREET ,NASHVILLE,TN,37208,51,139972
30/09/2022,55653,1150,0,0,101100676,FIDELITY STATE BANK AND TRUST COMPANY,600 KANSAS AVENUE ,TOPEKA,KS,66603,51,153807
30/09/2022,55970,28914,702610,2610,323270274,EVERGREEN FEDERAL BANK,969 SOUTHEAST SIXTH STREET ,GRANTS PASS,OR,97526,51,648763
30/09/2022,56258,10218,0,0,91901862,"CITIZENS BANK & TRUST CO., HUTCHINSON, MINN.",102 MAIN STREET S. ,HUTCHINSON,MN,55350,51,330525
30/09/2022,56351,3250,13443,0,111903151,"VERABANK, NATIONAL ASSOCIATION",201 WEST MAIN STREET ,HENDERSON,TX,75652,41,3966918
30/09/2022,56548,14769,0,0,75910484,DMB COMMUNITY BANK,321 NORTH MAIN STREET ,DE FOREST,WI,53532,51,826786
30/09/2022,56717,9888,0,0,31308551,"DIME BANK, THE",820-822 CHURCH STREET ,HONESDALE,PA,18431,51,960184
30/09/2022,57040,14468,14184,0,75903019,FIRST NATIONAL BANK AT DARLINGTON,245 MAIN STREET ,DARLINGTON,WI,53530,41,185530
30/09/2022,57451,17162,0,0,91811004,DAIRY STATE BANK,16 S. MAIN STREET ,RICE LAKE,WI,54868,51,707829
30/09/2022,58225,769,0,0,44205146,"FARMERS BANK AND SAVINGS COMPANY, THE",211 WEST SECOND STREET ,POMEROY,OH,45769,51,395510
30/09/2022,58243,20296,0,0,75911852,JOHNSON BANK,555 MAIN STREET ,RACINE,WI,53403,41,6102482
30/09/2022,58355,9733,0,0,91208141,VANTAGE BANK,202 MAIN STREET ,KENT,MN,56553,51,62700
30/09/2022,58551,421,0,0,103109581,SECURITY STATE BANK,402 BROADWAY ,CHEYENNE,OK,73628,51,236645
30/09/2022,58636,11448,0,11294,65303328,CENTURY BANK,4282 MAIN STREET ,LUCEDALE,MS,39452,51,451638
30/09/2022,58757,1409,0,0,91208138,KENSINGTON BANK,11 N. CENTRAL AVENUE ,KENSINGTON,MN,56343,51,347280
30/09/2022,58971,1281,0,0,125100089,WASHINGTON TRUST BANK,717 WEST SPRAGUE AVENUE ,SPOKANE,WA,99201,41,10549392
30/09/2022,59316,698,0,0,31308548,WAYNE BANK,717 MAIN STREET ,HONESDALE,PA,18431,51,2019718
30/09/2022,59352,3127,5484,0,111902819,CITIZENS NATIONAL BANK,118 SOUTH HOUSTON STREET ,CAMERON,TX,76520,51,598608
30/09/2022,59370,30680,705740,5740,252172485,FIRST SHORE FEDERAL SAVINGS AND LOAN ASSOCIATION,106 SOUTH DIVISION STREET ,SALISBURY,MD,21801,51,347702
30/09/2022,59754,2317,0,0,103109206,METHOD BANK,2 EAST BROADWAY ,WYANDOTTE,OK,74370,51,48828
30/09/2022,60143,983,0,0,111000753,COMERICA BANK,1717 MAIN STREET ,DALLAS,TX,75201,31,
30/09/2022,60330,22537,0,13233,62203010,PEOPLES BANK OF ALABAMA,1912 CHEROKEE AVENUE SOUTH WEST ,CULLMAN,AL,35055,41,1266115
30/09/2022,60545,963,0,0,73903493,"HOME TRUST & SAVINGS BANK, THE",628 MAIN STREET ,OSAGE,IA,50461,51,267062
30/09/2022,60554,10162,0,0,91204404,FIRST STATE BANK MINNESOTA,102 W. MAIN STREET ,LE ROY,MN,55951,51,95200
30/09/2022,60648,4324,10465,0,74907126,FIRST NATIONAL BANK,302 SOUTH MAIN STREET ,CLOVERDALE,IN,46120,51,445244
30/09/2022,61122,4857,0,10579,52100987,FIRST UNITED BANK & TRUST,19 SOUTH SECOND STREET ,OAKLAND,MD,21550,41,1781634
30/09/2022,61355,6063,23771,0,91408899,CORTRUST BANK NATIONAL ASSOCIATION,100 EAST HAVENS & MAIN ,MITCHELL,SD,57301,51,1638369
30/09/2022,61476,26590,0,13875,211371845,ABINGTON BANK,6 HARRISON AVENUE ,ABINGTON,MA,2351,51,606783
30/09/2022,61757,8843,15037,0,91903051,AMERICAN HERITAGE NATIONAL BANK,24 SECOND ST. SOUTH ,LONG PRAIRIE,MN,56347,41,533945
30/09/2022,61832,3579,13102,16000,63104312,"FIRST NATIONAL BANK OF MOUNT DORA, THE",714 NORTH DONNELLY STREET ,MOUNT DORA,FL,32757,51,384100
30/09/2022,61953,4071,0,0,103103600,FNB COWETA,106 SOUTH BROADWAY ,COWETA,OK,74429,51,106128
30/09/2022,62044,21342,0,0,83902439,SONATA BANK,7079 STATE ROUTE 56 EAST ,SEBREE,KY,42455,51,48852
30/09/2022,62110,26622,24920,0,26014737,"ROCKEFELLER TRUST COMPANY, NATIONAL ASSOCIATION",10 ROCKEFELLER PLAZA ,NEW YORK,NY,10020,51,16687
30/09/2022,62147,12512,0,0,75906702,COMMUNITY FIRST BANK,275 WEST GRAND AVENUE ,ROSHOLT,WI,54473,51,103689
30/09/2022,63050,17959,0,0,102104927,"DOLORES STATE BANK, THE",101 SOUTH 6TH ,DOLORES,CO,81323,51,394411
30/09/2022,63069,17281,14695,0,122016066,CITY NATIONAL BANK,555 SOUTH FLOWER STREET ,LOS ANGELES,CA,90071,31,
30/09/2022,63201,6954,412,0,21306547,CAYUGA LAKE NATIONAL BANK,165 CAYUGA STREET ,UNION SPRINGS,NY,13160,51,252854
30/09/2022,63573,26487,0,13294,211373063,WALPOLE CO-OPERATIVE BANK,982 MAIN STREET ,WALPOLE,MA,2081,51,543484
30/09/2022,63733,1711,0,0,64102740,CITIZENS BANK,400 HIGHWAY 52 BYPASS WEST ,LAFAYETTE,TN,37083,41,1449227
30/09/2022,63742,12781,0,0,75906854,HOMETOWN BANK,80 SHEBOYGAN STREET ,FOND DU LAC,WI,54935,51,624062
30/09/2022,64150,8718,0,0,102301636,WYOMING BANK & TRUST,5827 YELLOWSTONE ROAD ,CHEYENNE,WY,82009,51,291487
30/09/2022,64552,11521,0,0,103012966,CHICKASAW COMMUNITY BANK,909 SOUTH  MERIDIAN AVENUE ,OKLAHOMA CITY,OK,73108,41,459652
30/09/2022,64730,9069,0,14826,61110557,FARMERS & MERCHANTS BANK,100 SOUTH MADISON AVENUE ,EATONTON,GA,31024,51,247902
30/09/2022,65205,16636,0,12135,211174165,"TORRINGTON SAVINGS BANK, THE",129 MAIN STREET BOX 478,TORRINGTON,CT,6790,51,927822
30/09/2022,65513,26633,20547,0,26010773,DELTA NATIONAL BANK AND TRUST COMPANY,650 FIFTH AVE 26 FL ,NEW YORK,NY,10019,31,
30/09/2022,65559,15562,0,0,91408763,PIONEER BANK & TRUST,700 STATE STREET ,BELLE FOURCHE,SD,57717,41,995105
30/09/2022,65858,4789,0,0,101100579,EMPRISE BANK,257 NORTH BROADWAY ,WICHITA,KS,67202,51,2288985
30/09/2022,66154,6101,0,0,84303639,DECATUR COUNTY BANK,56 NORTH PLEASANT STREET ,DECATURVILLE,TN,38329,51,228575
30/09/2022,66275,29332,0,3294,262283665,FIRST SOUTHERN BANK,301 SOUTH COURT STREET ,FLORENCE,AL,35630,51,510441
30/09/2022,66677,28346,701409,1409,242071017,CINCINNATI FEDERAL,6581 HARRISON AVE 3RD FL ,CINCINNATI,OH,45247,41,292113
30/09/2022,67142,13113,0,0,81303920,PEOPLES TRUST AND SAVINGS BANK,132 SOUTH THIRD STREET ,BOONVILLE,IN,47601,51,246836
30/09/2022,67151,20156,0,0,103001469,KIRKPATRICK BANK,15 EAST 15TH STREET ,EDMOND,OK,73013,51,1047043
30/09/2022,67209,90251,0,8496,211371502,NEWBURYPORT FIVE CENTS SAVINGS BANK,63 STATE STREET ,NEWBURYPORT,MA,1950,51,1489283
30/09/2022,67254,27010,0,0,102006012,YOUNG AMERICANS BANK,3550 EAST 1ST AVENUE ,DENVER,CO,80206,51,22385
30/09/2022,67656,32629,708547,8547,91406833,FIRST SAVINGS BANK,201 N. 3RD STREET ,BERESFORD,SD,57004,41,1349755
30/09/2022,67870,29331,703293,3293,261270789,TC FEDERAL BANK,131 SOUTH DAWSON STREET ,THOMASVILLE,GA,317925506,51,406048
30/09/2022,68671,31864,707547,7547,265371066,"GRAND BANK FOR SAVINGS, F.S.B.",204 WESTOVER DRIVE ,HATTIESBURG,MS,39402,51,111038
30/09/2022,68756,11522,23516,0,103107392,LIBERTY NATIONAL BANK,629 SW C AVENUE ,LAWTON,OK,73501,41,966628
30/09/2022,68831,10594,0,0,65304327,BANK OF FRANKLIN,9 MAIN STREET ,MEADVILLE,MS,39653,51,200876
30/09/2022,69333,4993,7266,0,65300211,"CITIZENS NATIONAL BANK OF MERIDIAN, THE",512 22ND AVENUE ,MERIDIAN,MS,39301,41,1696456
30/09/2022,69678,2987,3956,0,123300153,BAKER BOYER NATIONAL BANK,7 WEST MAIN STREET ,WALLA WALLA,WA,99362,51,788634
30/09/2022,70218,23373,0,10769,26002752,UNITED ORIENT BANK,10 CHATHAM SQUARE ,NEW YORK,NY,10038,41,104681
30/09/2022,70414,7666,7005,0,31312835,"NORTHUMBERLAND NATIONAL BANK, THE",245 FRONT STREET ,NORTHUMBERLAND,PA,17857,51,687916
30/09/2022,70638,9366,0,12640,65303467,PEOPLES BANK,160 EAST MAUD AVENUE ,MENDENHALL,MS,39114,51,428346
30/09/2022,70955,13696,0,0,104112917,NEBRASKA STATE BANK,301 PRAIRIE AVENUE ,BRISTOW,NE,68719,51,19550
30/09/2022,71073,28349,701412,1412,241271614,HOME FEDERAL SAVINGS AND LOAN ASSOCIATION OF NILES OHIO,55 N MAIN ST ,NILES,OH,44446,51,130142
30/09/2022,71457,18748,0,0,104106693,BRUNING BANK,104 MAIN STREET ,BRUNING,NE,68322,51,522205
30/09/2022,71859,13959,0,0,101110802,CBW BANK,109 EAST MAIN STREET ,WEIR,KS,66781,51,68702
30/09/2022,72258,12591,0,0,102301542,"CONVERSE COUNTY BANK, THE",322 EAST WALNUT STREET ,DOUGLAS,WY,82633,51,939239
30/09/2022,72351,16941,0,0,101104342,FARMERS STATE BANK,211 SAINT JOSEPH ,WATHENA,KS,66090,51,73850
30/09/2022,72454,8210,0,0,91907578,FREEPORT STATE BANK,111 MAIN STREET EAST ,FREEPORT,MN,56331,51,156720
30/09/2022,72678,28348,0,1411,243270671,BELMONT SAVINGS BANK,3301 GUERNSEY STREET ,BELLAIRE,OH,43906,51,418466
30/09/2022,73116,17123,0,13184,231175759,ARTISANS' BANK,2961 CENTERVILLE ROAD ,WILMINGTON,DE,19808,51,664493
30/09/2022,73152,4097,9767,0,103102342,"FARMERS AND MERCHANTS NATIONAL BANK OF FAIRVIEW, THE",312 NORTH MAIN STREET ,FAIRVIEW,OK,73737,51,119869
30/09/2022,73554,1992,0,0,104913190,PATHWAY BANK,306 SOUTH HIGH STREET ,CAIRO,NE,68824,51,250412
30/09/2022,73956,12422,0,0,101101057,SECURITY STATE BANK,101 NORTH WASHINGTON AVENUE ,WELLINGTON,KS,67152,51,55255
30/09/2022,74056,16707,0,0,104113738,SOUTH CENTRAL STATE BANK,673 BROAD STREET ,CAMPBELL,NE,68932,51,176189
30/09/2022,74140,1005,0,14121,72403004,ISABELLA BANK,139 EAST BROADWAY ,MOUNT PLEASANT,MI,48858,41,2015012
30/09/2022,74403,17960,0,13444,211470225,MERRIMACK COUNTY SAVINGS BANK,89 NORTH MAIN STREET BOX 2826,CONCORD,NH,3301,41,1278487
30/09/2022,74449,14400,14150,0,75906977,FIRST NATIONAL BANK IN TIGERTON,140 CEDAR STREET ,TIGERTON,WI,54486,51,30660
30/09/2022,75259,12484,0,0,103112015,FIRST OKLAHOMA BANK,100 SOUTH RIVERFRONT DRIVE ,JENKS,OK,74037,51,1027016
30/09/2022,75446,9099,0,0,73900690,SOUTH OTTUMWA SAVINGS BANK,320 CHURCH STREET ,OTTUMWA,IA,52501,51,563286
30/09/2022,75455,10187,0,0,91215817,"NORTHERN STATE BANK OF GONVICK, THE",SECOND AND MAIN STREETS ,GONVICK,MN,56644,51,42979
30/09/2022,75633,16571,14583,0,71000288,BMO HARRIS BANK NATIONAL ASSOCIATION,320 SOUTH CANAL STREET ,CHICAGO,IL,60606,31,
30/09/2022,75651,1993,0,0,104909201,CERESCOBANK,130 WEST ELM ,CERESCO,NE,68017,51,68496
30/09/2022,76153,16953,0,0,104909942,BANK OF CLARKS,301 NORTH GREEN STREET ,CLARKS,NE,68628,41,45410
30/09/2022,76443,1566,0,0,83903690,"PEOPLES BANK, THE",23 WEST MAIN STREET ,TAYLORSVILLE,KY,40071,51,133168
30/09/2022,76854,22065,0,0,103912875,GRAND BANK,"2642 EAST 21ST STREET, SUITE 100 ",TULSA,OK,74114,51,530562
30/09/2022,77150,15621,0,0,91216243,FIRST FARMERS & MERCHANTS STATE BANK OF GRAND MEADOW,105 NORTH MAIN STREET ,GRAND MEADOW,MN,55936,41,89023
30/09/2022,77253,15345,14351,0,114909165,"TXN BANK, NATIONAL ASSOCIATION",1502 AVENUE M ,HONDO,TX,78861,51,608381
30/09/2022,77422,26871,0,16317,51005106,COMMUNITY BANKERS' BANK,2601 PROMENADE PARKWAY ,MIDLOTHIAN,VA,23113,51,152661
30/09/2022,77851,3973,0,0,91408446,FIRST BANK & TRUST,520 6TH STREET ,BROOKINGS,SD,57006,41,4224570
30/09/2022,78157,26653,0,0,114918305,BANDERA BANK,207 MAIN STREET ,BANDERA,TX,78003,51,105251
30/09/2022,78241,21379,0,0,82901376,FIRST NATURALSTATE BANK,500 NORTH SECOND STREET ,MCGEHEE,AR,71654,51,84928
30/09/2022,78559,25054,18154,0,102305373,SUMMIT NATIONAL BANK,133 MAIN STREET ,HULETT,WY,82720,51,92994
30/09/2022,79042,12166,0,0,83906668,WEST POINT BANK,600 WEST LINCOLN TRAIL BOULEVARD ,RADCLIFF,KY,40160,41,368576
30/09/2022,79127,6680,9815,0,44208512,HOME NATIONAL BANK,502 ELM STREET ,RACINE,OH,45771,51,81874
30/09/2022,79145,13242,0,0,75907099,FARMERS & MERCHANTS STATE BANK,210 WEST MADISON STREET ,WATERLOO,WI,53594,51,219425
30/09/2022,79257,8857,0,0,91905813,GROVE BANK,110 ATLANTIC AVE. WEST ,GROVE CITY,MN,56243,51,46379
30/09/2022,79855,5396,0,0,104901144,CITY BANK & TRUST CO.,2929 PINE LAKE ROAD ,LINCOLN,NE,68516,51,287991
30/09/2022,80150,1122,0,0,91403865,FIRST FIDELITY BANK,745 MAIN STREET ,BURKE,SD,57523,51,508465
30/09/2022,80374,29345,703313,3313,241270903,FIRST FEDERAL SAVINGS AND LOAN ASSOCIATION OF DELTA,404 MAIN STREET ,DELTA,OH,43515,51,229965
30/09/2022,80431,9179,0,14563,64105666,UNION BANK & TRUST COMPANY,201 EAST MAIN ,LIVINGSTON,TN,38570,51,102763
30/09/2022,81175,31485,0,0,304971932,EQUITABLE BANK,113 NORTH LOCUST ,GRAND ISLAND,NE,68801,51,478217
30/09/2022,82033,26829,20976,13325,63112728,FIRST NATIONAL BANK OF PASCO,13315 US HIGHWAY 301 ,DADE CITY,FL,33525,51,281028
30/09/2022,82257,6064,0,0,91407052,BRYANT STATE BANK,124 W. MAIN AVE. ,BRYANT,SD,57221,51,47983
30/09/2022,82350,22835,0,0,84303118,"LAUDERDALE COUNTY BANK, THE",305 SOUTH CHURCH ,HALLS,TN,38040,51,62034
30/09/2022,83151,8188,0,0,91907882,FLAGSHIP BANK MINNESOTA,1415 WAYZATA BOULEVARD ,WAYZATA,MN,55391,51,315383
30/09/2022,83375,28362,0,0,307072443,CENTURY BANK,100 SOUTH FEDERAL PLACE ,SANTA FE,NM,87501,51,1256144
30/09/2022,83638,22953,16804,0,67010509,"AMERANT BANK, NATIONAL ASSOCIATION",220 ALHAMBRA CIRCLE 12TH FLOOR,CORAL GABLES,FL,33134,31,
30/09/2022,83834,17906,0,0,65205031,AMERICAN BANK & TRUST COMPANY,307 EAST LANDRY STREET ,OPELOUSAS,LA,70570,51,229440
30/09/2022,83852,1675,0,0,91404136,RICHLAND STATE BANK,602 FIRST STREET ,BRUCE,SD,57220,51,56264
30/09/2022,83955,15255,0,0,84307965,GREENFIELD BANKING COMPANY,112 N FRONT STREET ,GREENFIELD,TN,38230,51,96445
30/09/2022,84046,10123,0,0,73921213,FIRST TRUST & SAVINGS BANK,1831 2ND STREET ,CORALVILLE,IA,522410760,51,64094
30/09/2022,84541,15953,0,0,84202251,GUARANTY BANK AND TRUST COMPANY,210 HAYDEN STREET ,BELZONI,MS,39038,51,1793738
30/09/2022,85052,1167,0,0,102301717,UINTA BANK,695 PARKWAY DRIVE ,MOUNTAIN VIEW,WY,82939,51,243374
30/09/2022,85472,28359,25150,0,231270353,"OCEANFIRST BANK, NATIONAL ASSOCIATION",975 HOOPER AVE ,TOMS RIVER,NJ,8753,41,12555762
30/09/2022,85931,12609,0,12689,65200803,PATTERSON STATE BANK,1130 HIGHWAY 90 WEST ,PATTERSON,LA,70392,51,312369
30/09/2022,86349,14597,0,0,82900982,"UNION BANK OF MENA, THE",303 HIGHWAY 71 NORTH ,MENA,AR,71953,51,342537
30/09/2022,86675,29613,703758,3758,252071557,ROSEDALE FEDERAL SAVINGS AND LOAN ASSOCIATION,9616 BELAIR ROAD ,NOTTINGHAM,MD,21236,51,1217686
30/09/2022,87047,12836,0,0,71211734,FIRST STATE BANK OF PORTER,230 LINCOLN STREET ,PORTER,IN,46304,51,163383
30/09/2022,87159,1168,0,0,102301775,FIRST STATE BANK OF NEWCASTLE,24 NORTH SUMNER ,NEWCASTLE,WY,82701,51,171296
30/09/2022,87234,4952,2221,9343,64101589,FIRST NATIONAL BANK OF MIDDLE TENNESSEE,200 EAST MAIN STREET ,MC MINNVILLE,TN,37110,51,808878
30/09/2022,87476,31539,0,7147,242274403,"WILMINGTON SAVINGS BANK, THE",184 N SOUTH ST ,WILMINGTON,OH,45177,51,195064
30/09/2022,87579,28368,701452,1452,211370150,"MIDDLESEX FEDERAL SAVINGS, F.A.",1 COLLEGE AVENUE ,SOMERVILLE,MA,2144,41,584526
30/09/2022,88231,16418,713480,13480,61112364,BANKSOUTH,6340 LAKE OCONEE PARKWAY ,GREENSBORO,GA,30642,51,1191412
30/09/2022,88259,10960,0,0,91903242,JANESVILLE STATE BANK,201 NORTH MAIN ,JANESVILLE,MN,56048,51,89605
30/09/2022,88352,16895,0,0,113109377,FIRST STATE BANK OF BEDIAS,22201 HIGHWAY 90 NORTH ,BEDIAS,TX,77831,41,211658
30/09/2022,88455,18740,0,0,104901597,HEARTLAND BANK,896 G STREET ,GENEVA,NE,68361,51,816930
30/09/2022,88950,10176,0,0,91905402,FINANCIAL SECURITY BANK,1011 ATLANTIC AVE. ,KERKHOVEN,MN,56252,51,128625
30/09/2022,89032,19800,0,12895,65401408,PLAQUEMINE BANK AND TRUST COMPANY,24025 EDEN STREET ,PLAQUEMINE,LA,70764,51,189873
30/09/2022,89135,18136,14882,12652,63106705,FIRST NATIONAL BANK OF WAUCHULA,406 NORTH 6TH AVENUE ,WAUCHULA,FL,33873,51,86777
30/09/2022,89854,13809,13972,0,91903404,MINNSTAR BANK NATIONAL ASSOCIATION,202 N. MAIN ,LAKE CRYSTAL,MN,56055,51,187132
30/09/2022,89957,3098,7524,0,111909391,"CENDERA BANK, N.A.",615 EAST BELLS BOULEVARD ,BELLS,TX,75414,51,162344
30/09/2022,90047,13990,0,0,73915193,PALO SAVINGS BANK,2801 HOLLENBECK ROAD ,PALO,IA,52324,51,44640
30/09/2022,90177,30812,705957,5957,265371121,FIRST FEDERAL SAVINGS & LOAN ASSOCIATION OF PASCAGOULA-MOSS POINT,903 JACKSON AVENUE ,PASCAGOULA,MS,395674314,51,344555
30/09/2022,90328,6861,10834,0,51403766,SKYLINE NATIONAL BANK,113 WEST MAIN STREET ,INDEPENDENCE,VA,24348,51,1023427
30/09/2022,90337,19143,0,10326,65401107,UNITED COMMUNITY BANK,4626 HIGHWAY 1 ,RACELAND,LA,70394,41,692329
30/09/2022,90579,29624,703773,3773,323270313,FIRST FEDERAL SAVINGS AND LOAN ASSOCIATION OF MCMINNVILLE,118 THIRD STREET ,MCMINNVILLE,OR,97128,51,629736
30/09/2022,91615,14523,0,0,41208735,"ANTWERP EXCHANGE BANK COMPANY, THE",305 SOUTH MAIN ST ,ANTWERP,OH,45813,51,148549
30/09/2022,91754,3099,4241,0,113103687,"FIRST NATIONAL BANK OF BELLVILLE, THE",100 E. MAIN ,BELLVILLE,TX,774181524,41,754119
30/09/2022,91950,11133,0,0,91400758,FARMERS STATE BANK OF CANTON,220 EAST 5TH STREET ,CANTON,SD,57013,51,62856
30/09/2022,92144,17551,0,0,73922296,COMMUNITY STATE BANK,207 SOUTH MAIN STREET ,PATON,IA,50217,51,50688
30/09/2022,92676,29632,703781,3781,211170237,WINDSOR FEDERAL SAVINGS AND LOAN ASSOCIATION,250 BROAD STREET BOX 250,WINDSOR,CT,6095,41,735092
30/09/2022,92706,18028,0,7444,211770145,SUGAR RIVER BANK,10 NORTH MAIN STREET BOX 569,NEWPORT,NH,3773,51,379383
30/09/2022,92902,9406,0,0,22306847,BANK OF CATTARAUGUS,24 MAIN STREET ,CATTARAUGUS,NY,14719,51,35007
30/09/2022,93244,10011,0,0,75908920,WOODFORD STATE BANK,403 WEST 8TH STREET ,MONROE,WI,53566,51,382346
30/09/2022,93543,4419,0,0,83909445,SPRINGS VALLEY BANK & TRUST COMPANY,8482 WEST STATE ROAD 56 ,FRENCH LICK,IN,47432,51,521786
30/09/2022,93619,24938,18045,0,26009166,"STATE STREET BANK AND TRUST COMPANY, NATIONAL ASSOCIATION", ,NEW YORK,NY,10104,31,
30/09/2022,94139,12203,0,0,65301362,MERCHANTS & MARINE BANK,3118 PASCAGOULA STREET ,PASCAGOULA,MS,39567,51,704246
30/09/2022,94522,20484,0,0,51402482,BENCHMARK COMMUNITY BANK,204 S BROAD STREET ,KENBRIDGE,VA,23944,51,1129336
30/09/2022,94755,1169,0,0,102300970,SUNDANCE STATE BANK,123 NORTH 2ND STREET ,SUNDANCE,WY,82729,51,249920
30/09/2022,94858,8251,0,0,101217857,ADRIAN BANK,130 EAST MAIN STREET ,ADRIAN,MO,64720,51,176170
30/09/2022,95051,6078,0,0,91401553,ONE AMERICAN BANK,515 SOUTH MINNESOTA AVENUE ,SIOUX FALLS,SD,57104,41,552429
30/09/2022,95677,28369,701454,1454,211273846,"ROCKLAND SAVINGS BANK, FSB",582 MAIN STREET ,ROCKLAND,ME,4841,51,89339
30/09/2022,96553,19809,0,0,104101559,"HERSHEY STATE BANK, THE",100 SOUTH LINCOLN ,HERSHEY,NE,69143,51,118109
30/09/2022,97055,17229,0,0,104913530,HENDERSON STATE BANK,1040 NORTH MAIN STREET ,HENDERSON,NE,68371,51,277988
30/09/2022,97279,32292,0,8103,243272941,WOODSFIELD SAVINGS BANK,600 LEWISVILLE ROAD ,WOODSFIELD,OH,43793,51,96198
30/09/2022,97457,22601,0,0,101217514,CITIZENS BANK,19 SOUTH ORANGE ,BUTLER,MO,64730,51,200735
30/09/2022,97804,90253,0,12401,211871015,MOUNTAINONE BANK,93 MAIN ST ,NORTH ADAMS,MA,1247,51,873512
30/09/2022,97943,15272,0,0,73913674,MARION COUNTY STATE BANK,800 MAIN STREET ,PELLA,IA,50219,51,617421
30/09/2022,98351,1779,0,0,102103258,"CITIZENS STATE BANK OF OURAY, THE",600 MAIN STREET ,OURAY,CO,81427,51,193869
30/09/2022,98463,17809,0,0,123204013,CITIZENS BANK,275 SOUTHWEST THIRD STREET ,CORVALLIS,OR,97333,51,1098066
30/09/2022,98717,25749,18431,0,26001465,"EASTBANK, NATIONAL ASSOCIATION",183 CENTRE STREET ,NEW YORK,NY,10013,41,148714
30/09/2022,99143,16464,0,0,82907561,MERCHANTS & PLANTERS BANK,120 HAZEL STREET ,NEWPORT,AR,72112,51,349704
30/09/2022,99376,32612,25093,0,242272227,"NATIONAL COOPERATIVE BANK, N.A.",139 SOUTH HIGH STREET ,HILLSBORO,OH,45133,41,3161743
30/09/2022,99442,9359,0,0,84200981,BANK OF COMMERCE,310 HOWARD STREET ,GREENWOOD,MS,38930,51,786263
30/09/2022,99536,8432,0,10864,64104311,ONE BANK OF TENNESSEE,140 SOUTH JEFFERSON ,COOKEVILLE,TN,38501,51,1474035
30/09/2022,99853,9879,0,0,103008404,FIRST STATE BANK,102 NORTH MAIN STREET ,NOBLE,OK,73068,51,50353
30/09/2022,100236,16825,0,11665,61212811,SUNMARK COMMUNITY BANK,140 COMMERCE STREET ,HAWKINSVILLE,GA,31036,51,408539
30/09/2022,100357,3108,4265,0,111903290,"LEGEND BANK, N. A.",101 W TARRANT ST ,BOWIE,TX,76230,51,961345
30/09/2022,100562,21943,0,0,121135045,TRI COUNTIES BANK,63 CONSTITUTION DRIVE ,CHICO,CA,95973,41,9970331
30/09/2022,100777,29672,703866,3866,243373170,CFSBANK,101 MCKEAN AVENUE ,CHARLEROI,PA,15022,51,588768
30/09/2022,100843,1294,0,0,82904991,FNBC BANK,636 ASH FLAT DRIVE ,ASH FLAT,AR,72513,51,706182
30/09/2022,101037,8149,0,11973,65402423,FIRST AMERICAN BANK AND TRUST,2785 HIGHWAY 20 WEST ,VACHERIE,LA,70090,51,1396169
30/09/2022,101439,15336,0,17630,61211443,"DURDEN BANKING COMPANY, INCORPORATED",111 NORTH RAILROAD AVENUE ,TWIN CITY,GA,30471,41,264592
30/09/2022,101671,28380,0,1473,221371709,ADIRONDACK BANK,185 GENESEE STREET ,UTICA,NY,13501,41,1011975
30/09/2022,101738,8552,0,11309,65303784,GREAT SOUTHERN BANK,218 22ND AVENUE S. ,MERIDIAN,MS,39301,51,357562
30/09/2022,101952,3109,7827,0,111303492,"BRADY NATIONAL BANK, THE",101 SOUTH BLACKBURN ,BRADY,TX,768254504,51,143741
30/09/2022,102333,10074,0,0,61107324,APEX BANKING COMPANY OF GEORGIA,105 EAST BANK STREET ,IRWINTON,GA,31042,51,52154
30/09/2022,102342,245,0,0,73920887,RACCOON VALLEY BANK,1202 2ND STREET ,PERRY,IA,50220,51,400561
30/09/2022,102557,18761,0,0,104907779,FOUNDATION ONE BANK,23804 CEDAR DRIVE ,WATERLOO,NE,68069,51,165000
30/09/2022,102874,29676,0,3871,275971498,PAPER CITY SAVINGS ASSOCIATION,4200 8TH STREET SOUTH ,WISCONSIN RAPIDS,WI,54494,41,200844
